artist_id,artist_id_youtube,artist_name,youtube_follower_cnt,youtube_video_cnt,youtube_total_views
41,UCaYfhQKNRJCGILG41FZYWng,모허,,0.0,0.0
42,UCrWOGjW6CiQSf8YJuEq8WZg,미역수염,,0.0,0.0
43,UCbBzKnCYcG7E3EIkSTdsawA,바밍타이거,,0.0,0.0
44,UCVXT0yzoOzsRlM16yUaoEng,바비핀스,,0.0,0.0
45,,박소은,,,
46,,베이루트택시,,,
47,UCkAFS69ruryNZvUcGrASBOA,보수동쿨러,,0.0,0.0
48,UCWC2wCSd6J1yEdldgg6Ea2w,봉제인간,,0.0,0.0
49,UCD2RROBx9kIgD1viivBRk2Q,브로콜리너마저,,0.0,0.0
50,UCcaU6fOWsWQHg6wnW6HyG4Q,브로큰 발렌타인,,0.0,0.0
51,UC8GmeiLd5xjh2j5VmdePWQw,비비,,0.0,0.0
52,UCpltpdgUIrAlf5oPmHslyLQ,새소년,,0.0,0.0
53,UC1vXYaW1fjBrncwFoOqHaaQ,선우정아,,0.0,0.0
54,UClNvDZAwy0z1P2un18UxvCQ,설,,0.0,0.0
55,UC6T58HHVsuQdcjFf-2tgnDQ,세이수미,,0.0,0.0
56,UCs18Xd_09tXAl-F3V3_UUVg,소음발광,,0.0,0.0
57,UC-EXDkRDot-AILpKAO-iyFQ,스킵잭,,0.0,0.0
58,UCl3Hj5LxKWnFyJzO3IPZAvQ,시네마,,0.0,0.0
59,UCXteMTpHAvyDP05G0QULuZA,실리카겔,,0.0,0.0
60,UCLk7j4sM8VenT-9UHRfcA3Q,아디오스 오디오,,0.0,0.0
61,,아마도이자람밴드,,,
62,UCggRfQI29EoJK5sdS2Y3HBw,아사달,,0.0,0.0
63,UC4LA40w3m2nztbSeSgOv5Uw,아월,,0.0,0.0
64,UC9F_hvROirafhXFg1DXIALQ,연정,,0.0,0.0
65,UCEjs03xlDMbKsOdYeTny-3Q,오션프롬더블루,,0.0,0.0
66,UCjU2-4QDBGw16stNPyGHw0Q,우효,,0.0,0.0
67,UCBJNpcJaUcVyw4LlqGRMpcQ,웨이브투어스,,0.0,0.0
68,UCrgmcWsu4pBRmEQz1l5cklQ,유라,,0.0,0.0
69,UCat--P6c-FHwYHRXWZCzclA,이날치,,0.0,0.0
70,UCH4qSQBQ6qlvqQfnxTp6UoA,이디오테잎,,0.0,0.0
71,UCw5txL30_BBKIGNAwxye7uA,이랑,,0.0,0.0
72,UC10MdW5Ee6ypd9W0NxNbT3g,이무진,,0.0,0.0
73,UC9DKAR4dU-F6aagT0TP4oEg,이상은,,0.0,0.0
74,UC2KmG_o7JZcPr052P87GdsQ,이승윤,,0.0,0.0
75,UCyPwyuEZLmXJXa0M24-Sh6Q,자우림,,0.0,0.0
76,UCMIUx2zV4VvZGyrt4CetTbA,잔나비,,0.0,0.0
77,UCiVX7LyQ_zfqqwbptrra9hA,잠비나이,,0.0,0.0
78,UCWFhVn01JxtSNWkKNKo-CDA,장기하,,0.0,0.0
79,UCnLtKHf2cDTRgWYKDIoW0nw,적재,,0.0,0.0
80,UC82jzpYAmk3bba1eWkk1Njw,정우,,0.0,0.0
81,UCj2E4wFosHCvxO0Jem_Vpzw,죠지,,0.0,0.0
82,UCiCwVvbfQdtunFLE6aB3D_w,지소쿠리클럽,,0.0,0.0
83,UCCzYomysahxqHw7MjcozH0Q,채무자들,,0.0,0.0
84,,체리필터,,,
85,UC_TaghShKu7vWx8GkK4VrxA,초록불꽃소년단,,0.0,0.0
86,UCk9Jf1tB8gujvr9V5aQ8KdA,추다혜차지스,,0.0,0.0
87,UC1KHPyA5XiRMxiXcV9kruNA,카더가든,,0.0,0.0
88,UC9D3wSCLuif2Hd3kTc4zD9w,카디,,0.0,0.0
89,UCIqbCtkXMNRwi7-cwIeqE9A,캐치더영,,0.0,0.0
90,UCwKf8Qw6Um090LXWTgIP-sQ,코토바,,0.0,0.0
91,,크라잉넛,,,
92,UCFlAi2xJQM7rmfz22wY175A,크랙베리,,0.0,0.0
93,UCffnIpZgupPrNAtYvS60UAQ,크랙샷,,0.0,0.0
94,UCVwc5WJ6TGgcsP0jKqyt2FA,크램,,0.0,0.0
95,UC1VarYVKLPA6DL8rLclYxBg,터치드,,0.0,0.0
96,UC7dSgh4tqzqk1bFxYW4If2A,파란노을,,0.0,0.0
97,UC_LZtMPCbCMqsL3Dtq_7JBQ,퍼지퍼그,,0.0,0.0
98,UCrDa_5OU-rhvXqWlPx5hgKQ,한로로,,0.0,0.0
99,UCmmzRS14shy_mVirmBNZxXg,해서웨이,,0.0,0.0
100,,홈 슬라이스,,,
101,UC1a8zgnRWRmhakkzUT33Yuw,화노,,0.0,0.0
102,UCAb1DeCXxhxP7QwC7wfd_UA,ADOY,,0.0,0.0
103,UCELRmiQtqBV910rlGLzxeMg,CHS,,0.0,0.0
104,UCtX6ezV20wLb5U6lOxTvQng,KAVE,,0.0,0.0
105,UCgD0APk2x9uBlLM0UsmhQjw,QWER,,0.0,0.0
106,UCSPRXXWsW8MqiM7p2vqqViQ,Rad Museum,,0.0,0.0
107,UCAxt_zt3iRXL0MopuhzO4zQ,Red C,,0.0,0.0
108,UCx38O7nrzSsE8mQerDQNHZA,Remnants of the Fallen,,0.0,0.0
109,UCnhqA5wdOT7DRdUmSPCqm7g,Sailor Honeymoon,,0.0,0.0
110,UCvALo51OGraEZ61cix8QNTQ,Snake Chicken Soup,,0.0,0.0
111,,The Sound,,,
112,UCO9ihjNbr7xw5V9kNC1ZUqg,TRPP,,0.0,0.0
